Index,Lact#,DIM,DaysSBrd,DaysTilNxtHt,DaysTilDue,DaysDry,Repr,DIM_Tst,Milk,Fat%,Pro%,SCCAct,Proj305MEM,Rat,Stat,Brd,Merit$,HfrMerit$
3999,1,142,47,,234,,P,141,68,3.7,3.5,,25175,C,6,HO,,307
4001,1,139,48,,233,,P,138,66,3.7,2.9,,25658,B,6,HO,,372
4003,1,138,17,5,264,,,137,82,3,3.1,,25151,C,6,HO,,259
4004,1,133,62,,219,,P,132,74,3.8,2.8,,24426,C,6,HO,,300
4005,1,130,31,12,250,,,129,76,4.2,3.1,,25430,B,6,HO,,188
4006,1,129,54,,227,,P,128,66,3.1,3.1,,26721,C,6,HO,,219
4007,1,130,30,13,251,,,129,76,4,3.6,,29083,B,6,HO,,206
4008,1,128,54,,226,,P,127,66,3.6,3.2,,22948,B,6,JE,,212
4009,1,125,54,,227,,P,124,72,3.3,2.9,,25388,C,6,HO,,317
4010,1,124,55,,226,,P,123,68,3.9,3.5,,25607,B,6,HO,,157
4011,1,123,28,15,253,,,122,60,3.2,3.2,,22252,D,6,HO,,239
4012,1,123,47,,234,,P,122,68,3.4,2.6,,25676,C,6,HO,,185
4013,1,121,47,,234,,P,120,72,3.3,2.9,,28279,B,6,HO,,236
4014,1,121,47,,234,,P,120,72,4.2,3.8,,28165,B,6,HO,,265
4015,1,120,17,5,266,,,119,32,3.5,3.1,,16682,E,6,XX,,54
4016,1,119,47,,234,,P,118,100,3.1,2.7,,35729,A,6,HO,,325
4017,1,118,29,14,252,,,117,76,4.1,2.8,,26580,B,6,HO,,200
4018,1,117,48,,233,,P,116,72,8.4,3.5,,27555,A,6,HO,-30,
4019,1,116,45,,236,,P,115,76,3.6,3,,28101,B,6,HO,,112
4020,1,115,40,3,241,,,114,64,4.5,3.3,,26561,B,6,HO,,294
4021,1,115,40,3,241,,,114,56,4,3.1,,24340,C,6,HO,,233
4022,1,113,40,3,241,,,112,52,3.9,3,,21835,D,6,HO,,144
4023,1,113,40,3,241,,,112,66,3.6,3,,23952,C,6,HO,,327
4024,1,111,40,3,243,,,110,68,2.8,3.1,,26752,A,6,XX,,84
4025,1,109,14,8,267,,,108,84,3.6,3.3,,27873,B,6,HO,,437
4026,1,108,9,13,272,,,107,68,4.1,3.3,,23904,C,6,HO,,275
4027,1,108,34,9,247,,,107,72,3.7,3.1,,25599,C,6,HO,,10
4028,1,106,33,10,248,,,105,76,2.9,3.7,,26258,C,6,HO,,312
4029,1,105,33,10,248,,,104,66,3.6,3.1,,25904,C,6,HO,,452
4030,1,105,33,10,248,,,104,60,3.5,3,,22045,D,6,HO,,324
4031,1,105,13,9,268,,,104,94,3.7,2.9,,23591,C,6,HO,,216
4032,1,100,28,15,253,,,99,76,3.8,3.3,,27420,B,6,HO,,198
4033,1,99,26,17,255,,,98,80,3,2.7,,26402,C,6,HO,26,
4034,1,96,2,20,279,,,95,60,4,3.2,,22243,D,6,HO,,212
4035,1,95,19,3,262,,,94,80,3.5,2.8,,25723,C,6,HO,,189
4036,1,94,19,3,262,,,93,68,4.1,3.1,,30861,A,6,HO,,170
4037,1,92,19,3,264,,,91,68,3.9,3.1,,32121,A,6,XX,,84
4038,1,91,21,1,260,,,90,76,4.1,3.6,,24590,C,6,HO,,294
4039,1,90,19,3,262,,,89,78,3.3,2.8,,26656,C,6,HO,,238
4040,1,89,19,3,262,,,88,72,3.5,3,,25822,C,6,HO,,127
4041,1,88,13,9,268,,,87,60,2.5,3.3,,27446,C,6,HO,,184
4042,1,87,12,10,269,,,86,80,3.3,2.8,,23899,D,6,HO,,234
4044,1,85,12,10,269,,,84,88,4.6,2.8,,27552,A,6,HO,,85
4045,1,85,12,10,271,,,84,80,3.5,2.8,,27316,A,6,XX,,127
4046,1,86,12,10,269,,,85,80,3.2,2.7,,24902,C,6,HO,,197
4047,1,83,12,10,269,,,82,60,2.8,2.7,,32626,A,6,HO,,294
4048,1,83,12,10,269,,,82,72,3.7,3.3,,23065,D,6,HO,,75
4049,1,82,12,10,269,,,81,80,3.2,3,,26517,C,6,HO,,448
4050,1,82,12,10,269,,,81,90,2.9,2.6,,27909,C,6,HO,,214
4051,1,82,12,10,269,,,81,88,4.4,3,,26951,B,6,HO,,144
4052,1,81,5,17,276,,,80,51.8,3.5,2.8,,24770,C,6,HO,,160
4053,1,81,5,17,275,,,80,52,4.4,3.1,,18755,B,6,JE,,159
4054,1,80,5,17,276,,,79,74,5.2,3.3,,21125,C,6,HO,,203
4055,1,79,5,17,278,,,78,64,3.7,3.1,,18927,D,6,XX,,119
4056,1,79,5,17,276,,,78,90,3.8,3,,26090,B,6,HO,,248
4057,1,77,5,17,276,,,76,74,3.6,3.2,,26922,B,6,HO,,250
4058,1,76,5,17,276,,,75,64,3.2,3.1,,23422,D,6,HO,,255
4059,1,76,5,17,276,,,75,60,3.1,3,,24368,C,6,HO,,333
4060,1,75,5,17,276,,,74,80,3.7,3.3,,28449,B,6,HO,,377
4061,1,73,,,,,,72,80,3.9,3.1,,20781,C,6,XX,,355
4062,1,73,,,,,,72,76,3.5,2.7,,23435,D,6,HO,,180
4063,1,73,,,,,,72,36,4.1,3.8,,17685,E,6,HO,,99
4064,1,72,,,,,,71,84,4.3,3.3,,25377,B,6,HO,,166
4065,1,72,,,,,,71,76,4.6,3.7,,25937,B,6,HO,,163
4066,1,70,,,,,,69,54,2.3,2.9,,20196,C,6,JE,,127
4067,1,71,,,,,,70,68,4.3,3.4,,23296,C,6,HO,,147
4068,1,70,,,,,,69,68,4.3,3.2,,32242,A,6,HO,,265
4069,1,69,,,,,,68,60,4,3.3,,18542,E,6,HO,,342
4070,1,67,,,,,,66,80,3.8,2.9,,25745,C,6,HO,,263
4071,1,67,,,,,,66,80,4.9,3.7,,26019,B,6,HO,,52
4072,1,66,,,,,,65,68,6,3.3,,25259,A,6,HO,,60
4073,1,64,,,,,,63,64,4.2,3.2,,24357,C,6,HO,,244
4074,1,63,,,,,,62,60,3.7,3.2,,21428,B,6,JE,,175
4075,1,63,,,,,,62,68,3.3,3,,25777,C,6,HO,,297
4076,1,63,,,,,,62,64,5.2,3.7,,20843,D,6,HO,-586,
4077,1,61,,,,,,60,60,3.7,3.2,,,,6,HO,,203
4078,1,62,,,,,,61,72,3.7,3.1,,27485,B,6,HO,,270
4079,1,60,,,,,,59,60,3.9,3.3,,,,6,HO,,100
4080,1,59,,,,,,58,80,4.2,3.4,,,,6,HO,,294
4081,1,57,,,,,,56,66,3.9,2.9,,,,6,HO,,71
4082,1,55,,,,,,54,80,4.1,3,,,,6,HO,,474
4083,1,54,,,,,,53,74,4.3,2.8,,,,6,HO,,84
4084,1,55,,,,,,54,64,3.3,2.7,,,,6,HO,,432
4085,1,53,,,,,,52,60,3.9,3.2,,,,6,HO,,476
4086,1,53,,,,,,52,46,4.2,3,,,,6,HO,,223
4087,1,51,,,,,,50,52,3.5,2.8,,,,6,HO,,179
4088,1,51,,,,,,50,78,4.9,3,,,,6,HO,,262
4089,1,50,,,,,,49,54,,,,,,6,XX,,242
4090,1,49,,,,,,48,66,4.2,3,,,,6,XX,,220
4091,1,49,,,,,,48,72,3.9,3.3,,,,6,HO,,181
4092,1,49,,,,,,48,64,4,2.7,,,,6,HO,,194
4093,1,49,,,,,,48,70,4.7,2.9,,,,6,HO,,357
4094,1,48,,,,,,47,74,4.1,3.2,,,,6,HO,,31
4095,1,46,,,,,,45,48,4.4,3.3,,,,6,HO,,217
4096,1,45,,,,,,44,52,3.8,3.1,,,,6,HO,,290
4097,1,43,,,,,,42,76,3.3,2.8,,,,6,HO,,182
4098,1,43,,,,,,42,52,,,,,,6,HO,,146
4099,1,42,,,,,,41,70,4.5,3.1,,,,6,HO,,156
4100,1,42,,,,,,41,70,4.4,3.4,,,,6,HO,,181
4101,1,40,,,,,,39,64,5.3,3.2,,,,6,HO,,201
4102,1,39,,,,,,38,64,5.2,3.3,,,,6,HO,,216
4103,1,39,,,,,,38,64,3.7,3.6,,,,6,HO,,158
4104,1,38,,,,,,37,72,4.3,3.6,,,,6,HO,,297
4105,1,37,,,,,,36,72,3.9,3.4,,,,6,HO,,457
4106,1,36,,,,,,35,76,3.9,3.6,,,,6,HO,,211
4107,1,36,,,,,,35,64,4.6,3.8,,,,6,HO,,358
4108,1,34,,,,,,33,58,5.2,4.1,,,,6,HO,,257
4109,1,33,,,,,,32,58,,,,,,6,JE,,157
4110,1,33,,,,,,32,72,,,,,,6,HO,,191
4111,1,32,,,,,,31,86,,,,,,6,XX,,250
4112,1,31,,,,,,30,80,,,,,,6,HO,,395
4113,1,28,,,,,,27,72,,,,,,6,HO,,389
4114,1,27,,,,,,26,80,,,,,,6,HO,,294
4115,1,27,,,,,,26,54,,,,,,6,HO,,266
4116,1,26,,,,,,25,56,,,,,,6,HO,,117
4117,1,23,,,,,,22,66,,,,,,6,HO,,145
4118,1,23,,,,,,22,76,,,,,,6,HO,,-20
4119,1,22,,,,,,21,36,,,,,,6,HO,,256
4120,1,22,,,,,,21,56,,,,,,6,HO,,235
4121,1,21,,,,,,20,60,,,,,,6,HO,,134
4122,1,21,,,,,,20,68,,,,,,6,HO,,389
4123,1,20,,,,,,19,76,,,,,,6,HO,,443
4124,1,19,,,,,,18,,,,,,,6,HO,,250
4125,1,18,,,,,,17,56,,,,,,6,HO,,425
4126,1,18,,,,,,17,64,,,,,,6,HO,,270
4127,1,17,,,,,,16,62,,,,,,6,HO,,328
4128,1,15,,,,,,14,52,,,,,,6,HO,,224
4129,1,15,,,,,,14,60,,,,,,6,HO,,52
4130,1,15,,,,,,14,28,,,,,,6,HO,,73
4131,1,14,,,,,,13,68,,,,,,6,HO,,172
4132,1,14,,,,,,13,60,,,,,,6,HO,,261
4133,1,14,,,,,,13,62,,,,,,6,HO,,130
4134,1,13,,,,,,12,72,,,,,,6,HO,,186
4135,1,13,,,,,,12,46,,,,,,6,HO,,221
4136,1,13,,,,,,12,56,,,,,,6,XX,,214
4137,1,13,,,,,,12,68,,,,,,6,JE,,201
4138,1,12,,,,,,11,56,,,,,,6,HO,,402
4139,1,11,,,,,,10,48,,,,,,6,HO,,119
4140,1,9,,,,,,8,50,,,,,,6,HO,,274
4142,1,8,,,,,,7,46,,,,,,6,HO,,202
4143,1,8,,,,,,7,52,,,,,,6,HO,,203
4144,1,8,,,,,,7,52,,,,,,6,HO,,184
4145,1,7,,,,,,6,52,,,,,,6,HO,,468
4146,1,5,,,,,,4,34,,,,,,6,HO,,163
4147,1,5,,,,,,4,44,,,,,,6,HO,,112
